0,Unet_simple,adam,3.570899600815067e-05,0.15000000000000002,3.095393977019318e-05,leaky_relu,binary_crossentropy,0.0,0.25128912925720215
1,Unet_wide,sgd,0.00016893547703970206,0.4,0.004227602429868049,relu,dice_loss,0.0,12.81640911102295
2,Unet_wide,sgd,0.011755885762167238,0.30000000000000004,0.005181262926206296,leaky_relu,dice_loss,0.8,8.293659210205078
3,Unet_simple,sgd,0.019420421401877396,0.1,0.026413867168195448,leaky_relu,binary_crossentropy,0.2,17.8150577545166
4,Unet,sgd,0.0006973045316053489,0.1,0.008196311235735373,relu,dice_loss,0.7000000000000001,24.034208297729492
5,Unet_deep,adam,0.004344937277839047,0.30000000000000004,0.015005792798740883,leaky_relu,dice_loss,0.5,0.923209547996521
6,Unet_deeper,rmsprop,0.004164621490693728,0.35,0.0016701890401154046,leaky_relu,binary_crossentropy,0.7000000000000001,0.16866520047187805
7,Unet_deeper,adam,0.00018506657210734873,0.15000000000000002,0.001215328577692126,relu,dice_loss,0.4,1.0672996044158936
8,Unet_wide,adam,0.003348267520195118,0.25,0.00011165851701213966,leaky_relu,dice_loss,0.1,0.9232048392295837
9,Unet_wide,adam,0.029758109915247813,0.35,0.0012791811953536663,relu,dice_loss,0.4,0.9231950044631958
10,Unet_deeper,rmsprop,0.09196949452332338,0.4,0.0002248412756383585,leaky_relu,binary_crossentropy,0.9,1.5633422280590953e+27
11,Unet_simple,rmsprop,1.1017362562586393e-05,0.2,1.2877499581401977e-05,leaky_relu,binary_crossentropy,0.6000000000000001,0.2374824732542038
12,Unet_deeper,rmsprop,1.0372703167853703e-05,0.2,1.2470041253816966e-05,leaky_relu,binary_crossentropy,0.6000000000000001,0.26184794306755066
13,Unet_simple,rmsprop,0.0008791357359634011,0.25,0.0977024743323155,leaky_relu,binary_crossentropy,0.7000000000000001,0.7947419285774231
14,Unet_deep,rmsprop,9.610116765301888e-05,0.30000000000000004,0.0002954697953029632,leaky_relu,binary_crossentropy,0.6000000000000001,0.9098472595214844
15,Unet,rmsprop,0.0025800531798476846,0.2,8.741351122342462e-05,leaky_relu,binary_crossentropy,0.9,0.2112741619348526
16,Unet,rmsprop,0.002490490501069468,0.35,9.675568418145238e-05,leaky_relu,binary_crossentropy,0.9,0.2308807522058487
17,Unet,rmsprop,0.0004983800484699172,0.2,0.0005552646520130749,leaky_relu,binary_crossentropy,0.8,0.4316082298755646
18,Unet_deeper,rmsprop,0.006207104549210699,0.25,4.981314870003353e-05,relu,binary_crossentropy,0.8,0.1747128814458847
19,Unet_deeper,rmsprop,0.0085222730029414,0.35,0.0022575325660441122,relu,binary_crossentropy,0.30000000000000004,0.16783341765403748
